,Amount,Detailed Head,Detailed Head Description,District,Group Sub Head,Group Sub Head Description,Head of Account,Major Head,Major Head Description,Major Head Type,Minor Head,Minor Head Description,Month,Plan/Non Plan,Sub Detailed Head,Sub Detailed Head Description,Sub Head,Sub Head Description,Sub Major Head,Sub Major Head Description,Voted/Charged,Year
109840,0.0,310.0,Grants-in-Aid,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2236027961207310312NVN,2236.0,Nutrition,P,796.0,Tribal Areas Sub-Plan,SEP,P,312.0,Other Grants-in-Aid,7.0,Rajiv Gandhi Scheme for Empowerment of Adolescent Girls (SABLA),2.0,Distribution of Nutritious Food and Beverages,V,2014
110506,0.0,1.0,Advances for N.G.Os. for Education of their children and other Miscellaneous purposes,WESTGODAVARI,0.0,Not Applicable,7610008000010001000NVN,7610.0,"Loans to Government Servants etc.,",P,800.0,Other Expenditure,SEP,N,0.0,Not Applicable,10.0,Advances to N.G.O's for education of their children and other Misc.purposes,0.0,Not Applicable,V,2014
111092,1515040.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202011010004010011NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,11.0,Pay,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
111093,47046.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202011010004010012NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,12.0,Allowances,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
111094,1089989.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202011010004010013NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,13.0,Dearness Allowance,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
111095,409018.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202011010004010015NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,15.0,Interim Relief,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
111096,264117.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202011010004010016NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,16.0,House Rent Allowance,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
111097,0.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202011010004010017NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,17.0,Medical Reimbursement,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
111098,0.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202011010004010018NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,18.0,Encashment of Earned Leave,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
111099,0.0,210.0,Supplies and Materials,WESTGODAVARI,0.0,Not Applicable,2202011010004210211NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,211.0,Materials and Supplies,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
111100,0.0,310.0,Grants-in-Aid,WESTGODAVARI,0.0,Not Applicable,2202011010004310318NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,318.0,Obsequies Charges,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
111101,18367617.0,310.0,Grants-in-Aid,WESTGODAVARI,0.0,Not Applicable,2202011020004310311NVN,2202.0,General Education,P,102.0,"Assistance to Non-Govt., Primary Schools",JULY,N,311.0,Grants-in-Aid towards Salaries,4.0,Assistane to Aided Primary Schools,1.0,Elementary Education,V,2014
111102,0.0,310.0,Grants-in-Aid,WESTGODAVARI,0.0,Not Applicable,2202011020004310312NVN,2202.0,General Education,P,102.0,"Assistance to Non-Govt., Primary Schools",JULY,N,312.0,Other Grants-in-Aid,4.0,Assistane to Aided Primary Schools,1.0,Elementary Education,V,2014
111169,13629760.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202021090004010011NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JULY,N,11.0,Pay,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
111170,48730.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202021090004010012NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JULY,N,12.0,Allowances,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
111171,9919113.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202021090004010013NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JULY,N,13.0,Dearness Allowance,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
111172,3662704.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202021090004010015NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JULY,N,15.0,Interim Relief,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
111173,2042349.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202021090004010016NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JULY,N,16.0,House Rent Allowance,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
111174,265607.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202021090004010017NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JULY,N,17.0,Medical Reimbursement,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
111175,0.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2202021090004010018NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JULY,N,18.0,Encashment of Earned Leave,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
111176,0.0,130.0,Office Expenses,WESTGODAVARI,0.0,Not Applicable,2202021090004130133NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JULY,N,133.0,Water and Electricity Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
111177,457828.0,310.0,Grants-in-Aid,WESTGODAVARI,0.0,Not Applicable,2202021090004310311NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JULY,N,311.0,Grants-in-Aid towards Salaries,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
111178,0.0,310.0,Grants-in-Aid,WESTGODAVARI,0.0,Not Applicable,2202021090004310318NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JULY,N,318.0,Obsequies Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
111187,10468982.0,310.0,Grants-in-Aid,WESTGODAVARI,0.0,Not Applicable,2202021100004310311NVN,2202.0,General Education,P,110.0,Assistance to Non-Government Secondary Schools,JULY,N,311.0,Grants-in-Aid towards Salaries,4.0,Assistance to Aided Secondary Schools,2.0,Secondary Education,V,2014
111626,31765.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2211001030004010011NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,JULY,N,11.0,Pay,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
111627,236.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2211001030004010012NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,JULY,N,12.0,Allowances,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
111628,22841.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2211001030004010013NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,JULY,N,13.0,Dearness Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
111629,8576.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2211001030004010015NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,JULY,N,15.0,Interim Relief,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
111630,6353.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2211001030004010016NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,JULY,N,16.0,House Rent Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
111631,0.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2211001030004010018NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,JULY,N,18.0,Encashment of Earned Leave,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
112013,511798.0,10.0,Salaries,WESTGODAVARI,11.0,State Development Schemes,2225032771122010011NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,11.0,Pay,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
112014,1434.0,10.0,Salaries,WESTGODAVARI,11.0,State Development Schemes,2225032771122010012NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,12.0,Allowances,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
112015,367786.0,10.0,Salaries,WESTGODAVARI,11.0,State Development Schemes,2225032771122010013NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,13.0,Dearness Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
112016,137897.0,10.0,Salaries,WESTGODAVARI,11.0,State Development Schemes,2225032771122010015NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,15.0,Interim Relief,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
112017,80609.0,10.0,Salaries,WESTGODAVARI,11.0,State Development Schemes,2225032771122010016NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,16.0,House Rent Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
112018,0.0,10.0,Salaries,WESTGODAVARI,11.0,State Development Schemes,2225032771122010018NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,18.0,Encashment of Earned Leave,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
112019,0.0,130.0,Office Expenses,WESTGODAVARI,11.0,State Development Schemes,2225032771122130131NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,131.0,"Service Postage, Telegram and Telephone Charges",22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
112020,0.0,130.0,Office Expenses,WESTGODAVARI,11.0,State Development Schemes,2225032771122130132NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,132.0,Other Office Expenses,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
112021,0.0,130.0,Office Expenses,WESTGODAVARI,11.0,State Development Schemes,2225032771122130133NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,133.0,Water and Electricity Charges,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
112022,0.0,140.0,"Rents, Rates and Taxes",WESTGODAVARI,11.0,State Development Schemes,2225032771122140000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
112023,0.0,210.0,Supplies and Materials,WESTGODAVARI,11.0,State Development Schemes,2225032771122210211NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,211.0,Materials and Supplies,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
112024,0.0,230.0,Cost of Ration/Diet Charges,WESTGODAVARI,11.0,State Development Schemes,2225032771122230000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
112025,0.0,300.0,Other Contractual Services,WESTGODAVARI,11.0,State Development Schemes,2225032771122300000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
112026,0.0,500.0,Other Charges,WESTGODAVARI,11.0,State Development Schemes,2225032771122500503NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,JULY,P,503.0,Other Expenditure,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
112185,434283.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2235021020010010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,11.0,Pay,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112186,2282.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2235021020010010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,12.0,Allowances,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112187,312227.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2235021020010010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,13.0,Dearness Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112188,117243.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2235021020010010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,15.0,Interim Relief,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112189,69391.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2235021020010010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,16.0,House Rent Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112190,0.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2235021020010010017NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,17.0,Medical Reimbursement,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112191,0.0,10.0,Salaries,WESTGODAVARI,0.0,Not Applicable,2235021020010010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,18.0,Encashment of Earned Leave,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112193,0.0,110.0,Domestic Travel Expenses,WESTGODAVARI,0.0,Not Applicable,2235021020010110111NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,111.0,Travelling Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112194,0.0,130.0,Office Expenses,WESTGODAVARI,0.0,Not Applicable,2235021020010130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,131.0,"Service Postage, Telegram and Telephone Charges",10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112195,0.0,130.0,Office Expenses,WESTGODAVARI,0.0,Not Applicable,2235021020010130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,132.0,Other Office Expenses,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112196,0.0,130.0,Office Expenses,WESTGODAVARI,0.0,Not Applicable,2235021020010130133NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,133.0,Water and Electricity Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112197,0.0,140.0,"Rents, Rates and Taxes",WESTGODAVARI,0.0,Not Applicable,2235021020010140000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112198,0.0,210.0,Supplies and Materials,WESTGODAVARI,0.0,Not Applicable,2235021020010210211NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,211.0,Materials and Supplies,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112199,0.0,210.0,Supplies and Materials,WESTGODAVARI,0.0,Not Applicable,2235021020010210212NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,212.0,Drugs and Medicines,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112200,0.0,230.0,Cost of Ration/Diet Charges,WESTGODAVARI,0.0,Not Applicable,2235021020010230000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112201,0.0,250.0,"Clothing, Tentage and Store",WESTGODAVARI,0.0,Not Applicable,2235021020010250000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,0.0,Not Applicable,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112202,0.0,500.0,Other Charges,WESTGODAVARI,0.0,Not Applicable,2235021020010500504NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,N,504.0,Cosmetic Charges,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
112212,3521662.0,10.0,Salaries,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,11.0,Pay,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112213,44191.0,10.0,Salaries,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,12.0,Allowances,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112214,2719639.0,10.0,Salaries,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,13.0,Dearness Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112215,899542.0,10.0,Salaries,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,15.0,Interim Relief,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112216,496951.0,10.0,Salaries,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,16.0,House Rent Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112217,0.0,10.0,Salaries,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010017NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,17.0,Medical Reimbursement,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112218,0.0,10.0,Salaries,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,18.0,Encashment of Earned Leave,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112220,0.0,110.0,Domestic Travel Expenses,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205110111NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,111.0,Travelling Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112221,0.0,110.0,Domestic Travel Expenses,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205110114NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,114.0,Fixed Travelling Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112222,0.0,130.0,Office Expenses,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,131.0,"Service Postage, Telegram and Telephone Charges",5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112223,0.0,130.0,Office Expenses,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,132.0,Other Office Expenses,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112224,0.0,130.0,Office Expenses,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205130133NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,133.0,Water and Electricity Charges,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112225,0.0,130.0,Office Expenses,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205130134NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,134.0,Hiring of Private Vehicles,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112226,0.0,140.0,"Rents, Rates and Taxes",WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205140000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112227,0.0,240.0,"Petrol, Oil and Lubricants",WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205240000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112228,0.0,280.0,Professional Services,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205280283NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,283.0,Payments to Anganwadi Workers,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112229,0.0,300.0,Other Contractual Services,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205300000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112230,45438502.0,310.0,Grants-in-Aid,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205310312NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,312.0,Other Grants-in-Aid,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112231,0.0,510.0,Motor Vehicles,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205510511NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,JULY,P,511.0,Maintenance of Office Vehicles,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112317,0.0,280.0,Professional Services,WESTGODAVARI,11.0,State Development Schemes,2235027891108280283NVN,2235.0,Social Security and Welfare,P,789.0,Special Component Plan for Scheduled Castes,JULY,P,283.0,Payments to Anganwadi Workers,8.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
112368,0.0,310.0,Grants-in-Aid,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2236021011207310312NVN,2236.0,Nutrition,P,101.0,Special Nutrition Programmes,JULY,P,312.0,Other Grants-in-Aid,7.0,Rajiv Gandhi Scheme for Empowerment of Adolescent Girls (SABLA),2.0,Distribution of Nutritious Food and Beverages,V,2014
112371,0.0,310.0,Grants-in-Aid,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2236027891207310312NVN,2236.0,Nutrition,P,789.0,Special Component Plan for Scheduled Castes,JULY,P,312.0,Other Grants-in-Aid,7.0,Rajiv Gandhi Scheme for Empowerment of Adolescent Girls (SABLA),2.0,Distribution of Nutritious Food and Beverages,V,2014
112377,0.0,310.0,Grants-in-Aid,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2236027961207310312NVN,2236.0,Nutrition,P,796.0,Tribal Areas Sub-Plan,JULY,P,312.0,Other Grants-in-Aid,7.0,Rajiv Gandhi Scheme for Empowerment of Adolescent Girls (SABLA),2.0,Distribution of Nutritious Food and Beverages,V,2014
113043,0.0,1.0,Advances for N.G.Os. for Education of their children and other Miscellaneous purposes,WESTGODAVARI,0.0,Not Applicable,7610008000010001000NVN,7610.0,"Loans to Government Servants etc.,",P,800.0,Other Expenditure,JULY,N,0.0,Not Applicable,10.0,Advances to N.G.O's for education of their children and other Misc.purposes,0.0,Not Applicable,V,2014
113584,8969157.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010011NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,11.0,Pay,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
113585,72037.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010012NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,12.0,Allowances,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
113586,6423039.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010013NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,13.0,Dearness Allowance,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
113587,2411514.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010015NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,15.0,Interim Relief,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
113588,1159427.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010016NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,16.0,House Rent Allowance,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
113589,275304.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010017NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,17.0,Medical Reimbursement,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
113590,0.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010018NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,18.0,Encashment of Earned Leave,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
113591,-2816.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202011010004010019NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,19.0,Leave Travel Concession,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
113592,0.0,130.0,Office Expenses,SRIKAKULAM,0.0,Not Applicable,2202011010004130133NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,133.0,Water and Electricity Charges,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
113593,0.0,210.0,Supplies and Materials,SRIKAKULAM,0.0,Not Applicable,2202011010004210211NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,211.0,Materials and Supplies,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
113594,0.0,310.0,Grants-in-Aid,SRIKAKULAM,0.0,Not Applicable,2202011010004310318NVN,2202.0,General Education,P,101.0,Government Primary Schools,JULY,N,318.0,Obsequies Charges,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
113595,3979532.0,310.0,Grants-in-Aid,SRIKAKULAM,0.0,Not Applicable,2202011020004310311NVN,2202.0,General Education,P,102.0,"Assistance to Non-Govt., Primary Schools",JULY,N,311.0,Grants-in-Aid towards Salaries,4.0,Assistane to Aided Primary Schools,1.0,Elementary Education,V,2014
113651,20345230.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202021090004010011NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JULY,N,11.0,Pay,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
113652,107566.0,10.0,Salaries,SRIKAKULAM,0.0,Not Applicable,2202021090004010012NVN,2202.0,General Education,P,109.0,Government Secondary Schools,JULY,N,12.0,Allowances,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
